Voltage,Current
11.6,5.57269e-09
11.8,7.39959e-09
12.0,9.45633e-09
12.2,1.33339e-08
12.4,1.39017e-08
12.6,1.57046e-08
12.8,1.7475e-08
13.0,1.90247e-08
13.2,2.05915e-08
13.4,2.2238e-08
13.6,2.39949e-08
13.8,2.58801e-08
14.0,2.78816e-08
14.2,3.00251e-08
14.4,3.22867e-08
14.6,3.46858e-08
14.8,3.72196e-08
15.0,3.98971e-08
15.2,4.26944e-08
15.4,4.56038e-08
15.6,4.87122e-08
15.8,5.1969e-08
16.0,5.53797e-08
16.2,5.89282e-08
16.4,6.26261e-08
16.6,6.64734e-08
16.8,7.04765e-08
17.0,7.4654e-08
17.2,7.89691e-08
17.4,8.34601e-08
17.6,8.81303e-08
17.8,9.2958e-08
18.0,9.79342e-08
18.2,1.031143e-07
18.4,1.084867e-07
18.6,1.139833e-07
18.8,1.15004e-07
19.0,1.26261e-07
19.2,1.31555e-07
19.4,1.37846e-07
19.6,1.44285e-07
19.8,1.51003e-07
20.0,1.5786e-07
20.2,1.64964e-07
20.4,1.72242e-07
20.6,1.79752e-07
20.8,1.87434e-07
21.0,1.9539e-07
21.2,2.03486e-07
21.4,2.118e-07
21.6,2.20408e-07
21.8,2.29178e-07
22.0,2.38251e-07
22.2,2.47522e-07
22.4,2.57057e-07
22.6,2.6679e-07
22.8,2.7683e-07
23.0,2.87008e-07
23.2,2.97484e-07
23.4,3.08233e-07
23.6,3.19182e-07
23.8,3.30487e-07
24.0,3.41948e-07
24.2,3.53722e-07
24.4,3.65739e-07
24.6,3.78054e-07
24.8,3.90526e-07
25.0,4.03382e-07
25.2,4.16418e-07
25.4,4.29669e-07
25.6,4.43347e-07
25.8,4.57174e-07
26.0,4.71391e-07
26.2,4.85785e-07
26.4,5.0051e-07
26.6,5.15518e-07
26.8,5.30875e-07
27.0,5.46419e-07
27.2,5.62235e-07
27.4,5.78469e-07
27.6,5.94926e-07
27.8,6.11768e-07
28.0,6.28771e-07
28.2,6.46265e-07
28.4,6.63864e-07
28.6,6.82066e-07
28.8,7.00241e-07
29.0,7.19033e-07
29.2,7.37914e-07
29.4,7.57123e-07
29.6,7.7685e-07
29.8,7.9673e-07
30.0,8.17083e-07
